number of adults,number of children,number of weekend nights,number of week nights,car parking space,lead time,repeated,P-C,P-not-C,average price ,special requests,date of reservation,booking_status--converted,total_nights,total_guests,type of meal_Meal Plan 2,type of meal_Meal Plan 3,type of meal_Not Selected,room type_Room_Type 2,room type_Room_Type 3,room type_Room_Type 4,room type_Room_Type 5,room type_Room_Type 6,room type_Room_Type 7,market segment type_Complementary,market segment type_Corporate,market segment type_Offline,market segment type_Online
2,0,2,1,0,25,0,0,0,72.8,0,2/14/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,59,0,0,0,156.3,2,6/3/2018,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0,83.16,1,12/26/2018,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,3,0,15,0,0,0,125,1,6/20/2018,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,88,0,0,0,76.5,0,8/14/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,148,0,0,0,67,0,12/30/2017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,280,0,0,0,100,0,9/19/2018,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,100,0,0,0,100,0,9/28/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,28,0,0,0,99,1,11/19/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,8,0,0,0,120,2,11/2/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,33,0,0,0,67.5,0,2/15/2018,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,38,0,0,0,87.71,1,3/3/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,87,0,0,0,97.71,0,6/9/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,40,0,0,0,94.5,2,9/13/2017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,44,0,0,0,20.975,0,1/2/2018,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,1,0,1,0,0,0,20.975,0,8/26/2017,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,4,0,148,0,0,0,90.9,0,8/22/2018,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,39,0,0,0,65,1,12/27/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,2,0,86,0,0,0,137.7,0,7/26/2018,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,41,0,0,0,85,0,3/16/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,2,0,86,0,0,0,60,1,3/2/2018,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,265,0,0,0,115,1,6/24/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,38,0,0,0,87.3,1,2/5/2018,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,32,0,0,0,130,1,11/11/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,119,0,0,0,170.1,1,11/10/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,4,0,0,0,65,0,8/18/2017,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,48,0,0,0,79.4,1,2/26/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,3,0,0,0,97.5,1,12/19/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,276,0,0,0,95.67,0,9/22/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,289.5,0,0,0,89,0,11/3/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,196,0,0,0,80.75,1,5/12/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,285,0,0,0,100,0,10/3/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,4,0,0,0,90,0,5/2/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,4,0,121,0,0,0,89.76,0,9/9/2018,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,82,0,0,0,80.75,0,4/11/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,170,0,0,0,85,1,7/19/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,2,0,0,0,141,0,6/16/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,152,0,0,0,101.15,0,7/22/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,3,0,28,0,0,0,160.2,1,10/18/2018,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,3,0,28,0,0,0,116.25,1,9/5/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,1,23,0,0,0,133.95,0,6/12/2018,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,52,0,0,0,63.75,0,3/9/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,79,0,0,0,137.7,2,7/19/2018,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,27,0,0,0,149.88,0,9/28/2017,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,5,0,0,0,84,1,3/28/2018,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,1,66,0,0,0,96.3,1,9/3/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,151,0,0,0,71,0,1/19/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,3,0,158,0,0,0,121.55,2,6/30/2018,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,9,0,0,0,78,0,12/16/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,117,0,0,0,76,0,,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,75,0,0,0,112.79,1,10/22/2018,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,103,0,0,0,115,0,4/19/2018,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,257,0,0,0,101.5,0,7/1/2017,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,133,0,0,0,120.7,2,7/6/2018,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,17,0,0,0,83.2,0,11/27/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,82,0,0,0,60,1,12/19/2017,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,2,0,40,0,0,0,107.1,0,4/1/2018,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,20.975,2,2/10/2018,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,0,0,27,0,0,0,104,1,9/25/2018,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,289.5,0,0,0,80,0,5/19/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,207,0,0,0,76.5,2.5,8/21/2017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,168,0,0,0,85,0,4/22/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,93,0,0,0,79.2,1,12/18/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,17,0,0,0,48,0,10/16/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,57,0,0,0,112.8,2.5,12/27/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,13,0,0,0,96,0,4/26/2018,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,95,0,0,0,80.61,1,12/24/2018,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,29,0,0,0,156,0,5/18/2018,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,0,0,1,1,0,5,65,0,12/27/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,7,0,0,0,106,0,2/12/2018,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,2,1,1,0,32,0,0,0,180.375,1,9/24/2018,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,2,0,12,0,0,0,87.63,1,11/18/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,51,0,0,0,75,0,11/16/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,8,0,0,0,81,0,2/19/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,4,0,162,0,0,0,99.45,1,7/5/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,3,1,17,0,0,0,180.375,1,8/22/2018,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,2,0,245,0,0,0,75,0,6/17/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,142,0,0,0,125.33,1,5/9/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,77,0,0,0,132.3,1,10/6/2018,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,4,0,0,0,112,1,5/21/2018,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,37,0,0,0,96.3,0,4/30/2018,0,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2,5,0,59,0,0,0,96.99,1,5/28/2018,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,78,0,0,0,70.03,1,3/24/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,28,0,0,0,130,0,10/29/2017,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,38,0,0,0,157.5,2,10/14/2018,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,20,0,0,0,83.8,1,2/8/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,3,0,0,0,109.73,1,11/4/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,60,0,0,0,65,0,9/21/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,32,0,0,0,85,0,7/18/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,22,0,0,0,95,0,10/25/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,77,0,0,0,94.5,0,7/12/2018,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,1,0,1,6,0,0,0,146,2,4/24/2018,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,93,0,0,0,112.5,1,8/13/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,0,0,6,0,0,0,162,0,8/16/2017,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,3,0,254,0,0,0,100.3,1,9/29/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,4,0,0,0,149,1,8/25/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,39,0,0,0,72.2,0,2/28/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,10,0,0,0,20.975,2,4/7/2018,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,1,0,8,0,0,0,85.35,1,10/29/2018,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,101,0,0,0,144.45,2,11/11/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,80,0,0,0,65.45,1,11/14/2017,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,4,0,74,0,0,0,88.4,2.5,12/5/2018,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,40,0,0,0,153.6,2.5,8/27/2018,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,210,0,0,0,72.75,0,10/8/2017,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,53,0,0,0,61.5,1,2/27/2018,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,59,0,0,0,109.8,1,8/31/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,100,0,0,0,136,1,5/19/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,31,0,0,0,75,1,10/25/2017,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,141,0,0,0,163.8,1,9/23/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,243,0,0,0,104.4,0,9/9/2018,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,4,0,28,0,0,0,120.65,2.5,3/9/2018,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,73,0,0,0,96.3,0,4/3/2018,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,2,0,15,0,0,0,85.85,1,11/12/2018,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,93,0,0,0,115,0,10/15/2018,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,43,0,0,0,86.61,0,2/17/2018,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,1,2,0,88,0,0,0,96.9,1,7/18/2018,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,18,0,0,0,89,0,12/11/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,22,0,0,0,95,0,10/11/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,17,0,0,0,113.33,1,10/1/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,256,0,0,0,76.67,0,9/14/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,203,0,0,0,80.75,0,9/5/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,98,0,0,0,109.65,1,5/8/2018,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,7,0,0,0,70,1,10/17/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0,0,0,0,131,0,3/23/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,142,0,0,0,85.5,1,7/1/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,2,5,0,153,0,0,0,101.35,1,7/30/2018,1,7,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,23,0,0,0,112,1,11/11/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,24,0,0,0,123.5,1,12/4/2017,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,76,0,0,0,79.2,1,12/3/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,91,0,0,0,109.65,1,5/22/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,6,0,0,0,75,0,8/21/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,277,0,0,0,89.14,1,9/5/2018,0,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,211,0,0,0,100,0,5/20/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,105,0,0,0,107.1,1,8/6/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,29,0,0,0,113.55,0,5/21/2018,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,141,0,0,0,163.8,1,9/23/2018,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,62,0,0,0,75,0,9/21/2018,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,0,0,0,109,0,8/14/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,273,0,0,0,95,0,5/13/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,1,0,127,0,0,0,94.78,2,8/27/2018,1,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,3,0,136,0,0,0,68.55,0,3/24/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,12,0,0,0,89,1,1/16/2018,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,45,0,0,0,78.54,2,10/16/2017,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,1,0,0,63,0,0,0,168.3,1,8/8/2018,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,3,0,166,0,0,0,110,0,11/1/2018,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,2,0,8,0,0,0,176.34,2.5,5/27/2018,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,0,35,0,0,0,99,0,9/26/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,51,0,0,0,158,0,5/27/2018,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,11,0,0,0,70,0,1/4/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,5,0,0,0,130,1,8/20/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,0,1,0,1,75,0,11/7/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,65,0,0,0,63.58,0,11/19/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,54,0,0,0,75,0,4/2/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,70,0,0,0,97.2,2,10/18/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,18,0,0,0,148,2,12/30/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,71,0,0,0,95.25,0,3/3/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,44,0,0,0,60,0,11/8/2017,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,2,2,2,0,42,0,0,0,168.63,0,3/20/2018,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,3,0,101,0,0,0,140.4,2,5/19/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,55,0,0,0,104,0,4/6/2018,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,2,0,0,0,168,1,11/17/2018,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,1,0,12,0,0,0,20.975,0,10/2/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,164,0,0,0,100,0,10/2/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,1,0,180,0,0,0,141.3,2.5,10/8/2018,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,289.5,0,0,0,90,0,10/14/2018,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,7,0,0,0,98.13,2,11/24/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,289.5,0,0,0,109,0,7/30/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,5,0,0,0,79,1,2/2/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,289.5,0,0,0,115,1,8/18/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,48,0,0,0,79.2,1,11/6/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,127,0,0,0,108,2,10/3/2018,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,57,0,0,0,180.375,2,10/12/2018,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1
2,2,2,3,0,9,0,0,0,180.375,1,9/30/2018,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,2,0,2,1,1,6,65,1,11/30/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,3,0,0,0,126.67,2,8/14/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,37,0,0,0,67.5,0,11/12/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,49,0,0,0,99,1,3/23/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,84,0,0,0,122,0,12/22/2018,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,1,0,0,0,75,0,11/29/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,22,0,0,0,166,0,8/21/2018,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,53,0,0,0,77.04,0,8/27/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,257,0,0,0,101.5,0,7/1/2017,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,68,0,0,0,137.4,1,6/3/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,99,0,0,0,80,0,2/19/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,15,0,0,0,100,1,3/12/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,1,88,0,0,0,158.4,1,9/16/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,2,2,0,77,0,0,0,147.6,0,8/26/2018,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,72,0,0,0,109.65,0,5/29/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,69,0,0,0,126.9,1,6/17/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,3,0,60,0,0,0,107.1,1,3/31/2018,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,49,0,0,0,93.15,0,7/11/2018,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,29,0,0,0,64.8,0,3/23/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,2,2,0,17,0,0,0,148.38,2,5/7/2018,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,1,0,0,0,95,0,4/14/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,3,0,268,0,0,0,80.75,0,10/9/2018,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,1,8,0,0,0,100,1,6/23/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,20,0,0,0,63.2,0,2/10/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,20,0,0,0,107.67,0,3/19/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,104,0,0,0,75,0,5/16/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,289.5,0,0,0,78,0,8/19/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,281,0,0,0,168.3,0,10/3/2018,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,2,0,30,0,0,0,157.5,0,4/14/2018,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,5,0,144,0,0,0,100.87,1,7/25/2018,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,2,0,204,0,0,0,180.375,1,10/7/2018,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,2,3,0,74,0,0,0,112,0,2/21/2018,0,5,3,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0,0,3,0,62,0,0,0,132.3,2,10/13/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,150,0,0,0,101,0,1/2/2018,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,82,0,0,0,81.9,0,4/1/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,82,0,0,0,88.01,1,6/30/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,31,0,0,0,98.1,1,6/26/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,275,0,0,0,110,0,4/17/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,79,0,0,0,125.38,0,4/28/2018,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,0,2,0,164,0,0,0,145.8,2,8/24/2018,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,3,0,3,0,0,0,180.375,0,,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,0,2,0,0,0,55,0,3/2/2018,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,3,0,41,0,0,0,75,0,11/2/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,5,0,137,0,0,0,114.28,1,10/15/2018,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,4,0,0,0,72.8,0,2/16/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,2,0,0,0,80,1,1/30/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,41,0,0,0,65,0,2/7/2018,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,4,0,98,0,0,0,146.7,0,6/29/2018,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
